trackId,frame,x,y,sceneId
0,000000,268.81361946283414,237.04451822765392,jordan-hall-2019-04-22_0_image0
5,000006,615.4813925961607,224.83583858749353,jordan-hall-2019-04-22_0_image0
0,000006,104.4475897907734,239.86047329533724,jordan-hall-2019-04-22_0_image0
5,000012,569.750455598716,228.10236186070017,jordan-hall-2019-04-22_0_image0
0,000012,19.251991482535267,402.34162852861004,jordan-hall-2019-04-22_0_image0
7,000018,662.378969833123,221.87236324077702,jordan-hall-2019-04-22_0_image0
5,000018,527.3241442413499,227.8926139492244,jordan-hall-2019-04-22_0_image0
7,000024,633.5781774055534,218.4454138647192,jordan-hall-2019-04-22_0_image0
5,000024,459.20553691994013,244.1037554010804,jordan-hall-2019-04-22_0_image0
7,000030,571.2880905967568,218.18453450749737,jordan-hall-2019-04-22_0_image0
5,000030,399.7881247528487,241.86239472355504,jordan-hall-2019-04-22_0_image0
7,000036,498.62235757618697,218.9455983764321,jordan-hall-2019-04-22_0_image0
5,000036,252.5291084540947,239.99403308348428,jordan-hall-2019-04-22_0_image0
7,000042,420.3065846349664,219.47042831815895,jordan-hall-2019-04-22_0_image0
5,000042,85.41952466990446,239.9980110278281,jordan-hall-2019-04-22_0_image0
7,000048,367.67559778485236,220.25627360695154,jordan-hall-2019-04-22_0_image0
7,000054,292.3377887554609,222.34006000800093,jordan-hall-2019-04-22_0_image0
7,000060,225.14400280136027,222.87295977893788,jordan-hall-2019-04-22_0_image0
8,000060,670.3964363008967,218.80311282104134,jordan-hall-2019-04-22_0_image0
7,000066,176.40486051230377,222.1225206412513,jordan-hall-2019-04-22_0_image0
8,000066,623.5041815069396,216.40518903414798,jordan-hall-2019-04-22_0_image0
7,000072,139.69478419178938,223.8833985271922,jordan-hall-2019-04-22_0_image0
8,000072,570.3828747113221,218.03231520431842,jordan-hall-2019-04-22_0_image0
7,000078,121.07814018152767,224.50906148028602,jordan-hall-2019-04-22_0_image0
