trackId,frame,x,y,sceneId
9,000000,537.6541418357574,244.00684137694927,packard-poster-session-2019-03-20_2_image2
14,000000,703.1805691420733,249.26488088805758,packard-poster-session-2019-03-20_2_image2
24,000000,225.9757614832082,220.74996869944732,packard-poster-session-2019-03-20_2_image2
10,000000,661.3276261084529,240.22280444007018,packard-poster-session-2019-03-20_2_image2
11,000000,430.532965991968,233.7324973410167,packard-poster-session-2019-03-20_2_image2
9,000006,560.0181853639218,242.74644332870042,packard-poster-session-2019-03-20_2_image2
14,000006,703.394401458221,249.35693647051627,packard-poster-session-2019-03-20_2_image2
24,000006,226.00870736235703,220.7159188085152,packard-poster-session-2019-03-20_2_image2
10,000006,658.5415680279024,242.7570895963831,packard-poster-session-2019-03-20_2_image2
11,000006,431.11437287589206,233.5163575905942,packard-poster-session-2019-03-20_2_image2
11,000012,431.79268090713686,233.26419454843455,packard-poster-session-2019-03-20_2_image2
14,000012,703.6438724937267,249.46433465005143,packard-poster-session-2019-03-20_2_image2
9,000012,558.0347228088145,239.58691765528837,packard-poster-session-2019-03-20_2_image2
10,000012,657.5360773162615,242.7323611910739,packard-poster-session-2019-03-20_2_image2
24,000012,226.04714422136402,220.6761939357611,packard-poster-session-2019-03-20_2_image2
11,000018,432.07969495445684,233.25836148020417,packard-poster-session-2019-03-20_2_image2
14,000018,703.8577048098743,249.5563902325101,packard-poster-session-2019-03-20_2_image2
9,000018,546.2121261819752,240.0,packard-poster-session-2019-03-20_2_image2
10,000018,657.5650409768958,242.18356389407393,packard-poster-session-2019-03-20_2_image2
24,000018,226.08009010051285,220.64214404482897,packard-poster-session-2019-03-20_2_image2
11,000024,432.07231616517265,233.46283509416583,packard-poster-session-2019-03-20_2_image2
14,000024,704.0648246228144,249.65778691316973,packard-poster-session-2019-03-20_2_image2
9,000024,526.948258074097,240.0,packard-poster-session-2019-03-20_2_image2
10,000024,657.9594766970071,241.58879311215026,packard-poster-session-2019-03-20_2_image2
24,000024,226.11303597966173,220.6080941538969,packard-poster-session-2019-03-20_2_image2
11,000030,432.06493737588835,233.66730870812754,packard-poster-session-2019-03-20_2_image2
14,000030,704.2383819197161,249.80588908483406,packard-poster-session-2019-03-20_2_image2
9,000030,512.4238621716398,240.0,packard-poster-session-2019-03-20_2_image2
10,000030,658.0513710586109,241.0961931831552,packard-poster-session-2019-03-20_2_image2
24,000030,226.14598185881056,220.5740442629648,packard-poster-session-2019-03-20_2_image2
11,000036,434.9956128876603,234.18801478811403,packard-poster-session-2019-03-20_2_image2
14,000036,704.4119392166178,249.95399125649843,packard-poster-session-2019-03-20_2_image2
9,000036,520.168463953585,240.0,packard-poster-session-2019-03-20_2_image2
10,000036,657.983797694135,240.6825496431963,packard-poster-session-2019-03-20_2_image2
24,000036,226.17892773795938,220.5399943720327,packard-poster-session-2019-03-20_2_image2
11,000042,440.37054868820087,231.207037029835,packard-poster-session-2019-03-20_2_image2
14,000042,704.5854965135195,250.1020934281628,packard-poster-session-2019-03-20_2_image2
9,000042,521.1933685539324,240.0,packard-poster-session-2019-03-20_2_image2
10,000042,659.2680720995195,239.94851983583283,packard-poster-session-2019-03-20_2_image2
24,000042,226.2118736171082,220.5059444811006,packard-poster-session-2019-03-20_2_image2
11,000048,446.82521608649733,223.1440060902085,packard-poster-session-2019-03-20_2_image2
14,000048,704.7590538104212,250.25019559982712,packard-poster-session-2019-03-20_2_image2
9,000048,512.2674127203486,240.0,packard-poster-session-2019-03-20_2_image2
10,000048,660.906809029803,239.76420429754648,packard-poster-session-2019-03-20_2_image2
24,000048,226.08588117342111,220.36425861880988,packard-poster-session-2019-03-20_2_image2
11,000054,443.841958335113,223.08101004340682,packard-poster-session-2019-03-20_2_image2
14,000054,704.9363410450577,250.36653241167082,packard-poster-session-2019-03-20_2_image2
9,000054,524.4146113223966,242.0879055053473,packard-poster-session-2019-03-20_2_image2
10,000054,664.1888147936781,238.589651677999,packard-poster-session-2019-03-20_2_image2
24,000054,225.80095040689807,220.11493678516058,packard-poster-session-2019-03-20_2_image2
11,000060,438.3958404696425,225.5292364470181,packard-poster-session-2019-03-20_2_image2
14,000060,705.1322779683691,250.3240424244111,packard-poster-session-2019-03-20_2_image2
9,000060,547.7448052512589,251.21837045287626,packard-poster-session-2019-03-20_2_image2
10,000060,685.3631028950841,235.75332824868696,packard-poster-session-2019-03-20_2_image2
24,000060,227.2075343428139,219.07625261819675,packard-poster-session-2019-03-20_2_image2
9,000066,557.8685574189192,251.77947264343794,packard-poster-session-2019-03-20_2_image2
14,000066,705.3608710455657,250.27447077260805,packard-poster-session-2019-03-20_2_image2
24,000066,226.76590625202124,219.11744164105792,packard-poster-session-2019-03-20_2_image2
10,000066,686.6595488455921,235.60038681744547,packard-poster-session-2019-03-20_2_image2
11,000066,440.3379227680946,227.38261890924792,packard-poster-session-2019-03-20_2_image2
9,000072,552.9462360509388,247.00818084135733,packard-poster-session-2019-03-20_2_image2
14,000072,705.556807968877,250.23198078534836,packard-poster-session-2019-03-20_2_image2
