trackId,frame,x,y,sceneId
8,000000,91.79917180589771,273.9049526599417,svl-meeting-gates-2-2019-04-08_0_image2
12,000000,508.55717403364065,223.59416077085316,svl-meeting-gates-2-2019-04-08_0_image2
9,000000,43.11467389554627,256.0529427673169,svl-meeting-gates-2-2019-04-08_0_image2
18,000000,539.4396408557145,224.44439736561384,svl-meeting-gates-2-2019-04-08_0_image2
11,000000,79.28902585046873,219.20280438779338,svl-meeting-gates-2-2019-04-08_0_image2
8,000006,92.19657526777584,273.6088903419336,svl-meeting-gates-2-2019-04-08_0_image2
12,000006,506.38844348496525,223.56717602292187,svl-meeting-gates-2-2019-04-08_0_image2
9,000006,43.75327369658403,256.0551791942682,svl-meeting-gates-2-2019-04-08_0_image2
18,000006,517.1718842455216,223.77572992171594,svl-meeting-gates-2-2019-04-08_0_image2
11,000006,101.47447529306194,220.36165545150624,svl-meeting-gates-2-2019-04-08_0_image2
18,000012,513.3349993780453,224.13560082520377,svl-meeting-gates-2-2019-04-08_0_image2
8,000012,92.59397872965394,273.5049826840607,svl-meeting-gates-2-2019-04-08_0_image2
12,000012,509.097558389396,223.52435133760878,svl-meeting-gates-2-2019-04-08_0_image2
11,000012,136.48598643802308,217.24800480554842,svl-meeting-gates-2-2019-04-08_0_image2
9,000012,44.3918734976218,256.05741562121943,svl-meeting-gates-2-2019-04-08_0_image2
10,000012,13.556556266769428,218.96867831285306,svl-meeting-gates-2-2019-04-08_0_image2
18,000018,523.9231114087484,223.14094347066953,svl-meeting-gates-2-2019-04-08_0_image2
8,000018,92.99138219153207,273.78538434645844,svl-meeting-gates-2-2019-04-08_0_image2
12,000018,519.0324882193753,223.27060792508524,svl-meeting-gates-2-2019-04-08_0_image2
11,000018,162.71920999836084,218.10166356658928,svl-meeting-gates-2-2019-04-08_0_image2
9,000018,45.03047329865957,256.74261965648753,svl-meeting-gates-2-2019-04-08_0_image2
10,000018,39.32872560015096,219.71816986530538,svl-meeting-gates-2-2019-04-08_0_image2
12,000024,525.5988283249917,222.57650450034518,svl-meeting-gates-2-2019-04-08_0_image2
8,000024,93.4550195637232,274.1125196192558,svl-meeting-gates-2-2019-04-08_0_image2
18,000024,529.0329512350078,223.21429916506003,svl-meeting-gates-2-2019-04-08_0_image2
