trackId,frame,x,y,sceneId
26,000000,716.2716111089212,220.35623021022099,bytes-cafe-2019-02-07_0_image6
5,000000,471.32087611555994,266.9297233218024,bytes-cafe-2019-02-07_0_image6
22,000000,725.5625,220.1875,bytes-cafe-2019-02-07_0_image6
12,000000,72.08247550735217,214.52635193290976,bytes-cafe-2019-02-07_0_image6
21,000000,129.97066753204533,221.85950116315732,bytes-cafe-2019-02-07_0_image6
10,000000,240.69913901865897,215.70975464095352,bytes-cafe-2019-02-07_0_image6
3,000000,658.843833807027,290.5240442267113,bytes-cafe-2019-02-07_0_image6
25,000000,39.163351269033015,206.2297828917012,bytes-cafe-2019-02-07_0_image6
14,000000,109.95870451173928,236.3166211098549,bytes-cafe-2019-02-07_0_image6
17,000000,36.04498372161301,212.35231929727433,bytes-cafe-2019-02-07_0_image6
20,000000,20.916985806113107,226.78058475328746,bytes-cafe-2019-02-07_0_image6
9,000000,153.32421717375342,208.91098443940913,bytes-cafe-2019-02-07_0_image6
25,000006,77.87312218573086,208.14496230046174,bytes-cafe-2019-02-07_0_image6
21,000006,152.60508160146088,215.5718648410937,bytes-cafe-2019-02-07_0_image6
22,000006,719.65625,217.96875,bytes-cafe-2019-02-07_0_image6
11,000006,38.836254980005734,201.21449360029246,bytes-cafe-2019-02-07_0_image6
12,000006,72.07896640615603,214.41035121856856,bytes-cafe-2019-02-07_0_image6
10,000006,240.76360922894634,215.55766436074921,bytes-cafe-2019-02-07_0_image6
9,000006,153.12616530045418,208.926014609766,bytes-cafe-2019-02-07_0_image6
3,000006,658.8079488907172,290.5776772858583,bytes-cafe-2019-02-07_0_image6
26,000006,716.2707797367106,220.6503497094704,bytes-cafe-2019-02-07_0_image6
14,000006,109.94460653753617,236.25867290039335,bytes-cafe-2019-02-07_0_image6
17,000006,35.0842493604505,211.33470404851167,bytes-cafe-2019-02-07_0_image6
20,000006,21.650672669858306,227.01739581701656,bytes-cafe-2019-02-07_0_image6
5,000006,471.34263992790034,266.95663811913704,bytes-cafe-2019-02-07_0_image6
25,000012,146.09375,205.29707488186278,bytes-cafe-2019-02-07_0_image6
21,000012,236.4268740863047,221.77350610714635,bytes-cafe-2019-02-07_0_image6
22,000012,694.1180621038344,216.98721590909088,bytes-cafe-2019-02-07_0_image6
11,000012,38.83762415567821,201.21500049429636,bytes-cafe-2019-02-07_0_image6
5,000012,471.3680310422974,266.98803871602746,bytes-cafe-2019-02-07_0_image6
12,000012,72.07487245476054,214.2428968364473,bytes-cafe-2019-02-07_0_image6
10,000012,240.8388244742816,215.38022570051083,bytes-cafe-2019-02-07_0_image6
3,000012,658.7660831550224,290.64024918819644,bytes-cafe-2019-02-07_0_image6
26,000012,716.2698098024647,220.99348912526136,bytes-cafe-2019-02-07_0_image6
14,000012,109.92815890096588,236.19106665602155,bytes-cafe-2019-02-07_0_image6
17,000012,35.45465982163989,211.68043754374554,bytes-cafe-2019-02-07_0_image6
