trackId,frame,x,y,sceneId
2,000001,236.36,386.84,train_217
4,000001,352.71,539.86,train_217
5,000001,569.39,381.04,train_217
1,000001,162.18,359.4,train_217
3,000001,249.73,531.62,train_217
4,000002,340.47,555.91,train_217
2,000002,224.5,404.69,train_217
5,000002,588.71,368.02,train_217
1,000002,143.71,369.4,train_217
3,000002,236.34,557.8,train_217
4,000003,327.56,579.48,train_217
3,000003,218.59,576.17,train_217
2,000003,207.28,417.99,train_217
5,000003,604.91,347.57,train_217
1,000003,122.58,390.12,train_217
3,000004,199.21,601.07,train_217
5,000004,611.6,331.75,train_217
2,000004,185.18,442.45,train_217
1,000004,101.77,402.56,train_217
4,000004,310.5,605.13,train_217
2,000005,158.27,459.14,train_217
3,000005,170.8,623.32,train_217
1,000005,82.26,422.72,train_217
5,000005,616.24,317.62,train_217
4,000005,294.03,623.59,train_217
5,000006,620.89,298.29,train_217
1,000006,65.92,438.13,train_217
2,000006,140.29,474.05,train_217
3,000006,149.5,642.16,train_217
4,000006,282.56,653.01,train_217
2,000007,120.48,502.75,train_217
3,000007,132.51,673.39,train_217
4,000007,265.49,681.94,train_217
1,000007,39.93,453.25,train_217
5,000007,628.84,283.45,train_217
2,000008,99.07,524.74,train_217
5,000008,642.37,274.22,train_217
1,000008,12.21,479.59,train_217
4,000008,245.33,710.76,train_217
3,000008,116.82,707.1,train_217
2,000009,72.08,552.7,train_217
5,000009,650.64,254.27,train_217
2,000010,36.52,578.6,train_217
5,000010,654.08,242.14,train_217
2,000011,4.18,601.66,train_217
5,000011,655.26,230.97,train_217
5,000012,660.96,215.42,train_217
5,000013,666.46,209.48,train_217
7,000013,600.63,0.56,train_217
6,000014,574.39,0.36,train_217
5,000014,677.1,198.71,train_217
7,000014,596.61,0.05,train_217
7,000015,591.98,3.44,train_217
5,000015,678.77,187.78,train_217
6,000015,569.41,2.09,train_217
6,000016,565.2,2.88,train_217
5,000016,677.67,183.24,train_217
7,000016,584.39,6.66,train_217
5,000017,677.27,172.06,train_217
6,000017,560.04,4.67,train_217
8,000017,735.13,2.67,train_217
7,000017,581.31,7.26,train_217
5,000018,680.79,162.65,train_217
6,000018,557.15,6.55,train_217
7,000018,578.07,10.93,train_217
8,000018,731.42,6.72,train_217
6,000019,552.75,10.2,train_217
5,000019,688.26,157.88,train_217
8,000019,729.41,8.18,train_217
7,000019,574.57,13.35,train_217
5,000020,693.67,148.11,train_217
7,000020,570.29,12.88,train_217
8,000020,729.87,13.93,train_217
6,000020,547.5,12.37,train_217
5,000021,696.32,141.31,train_217
8,000021,728.58,15.46,train_217
6,000021,541.36,15.9,train_217
7,000021,563.78,18.06,train_217
6,000022,534.62,17.48,train_217
5,000022,696.58,135.29,train_217
7,000022,555.88,19.08,train_217
8,000022,726.11,21.05,train_217
6,000023,529.79,19.1,train_217
5,000023,701.35,124.24,train_217
8,000023,722.15,23.87,train_217
7,000023,551.74,20.67,train_217
5,000024,708.86,120.31,train_217
6,000024,528.1,22.47,train_217
8,000024,721.8,26.03,train_217
7,000024,549.13,24.53,train_217
8,000025,720.43,34.17,train_217
5,000025,716.08,113.89,train_217
6,000025,526.71,23.04,train_217
7,000025,547.15,26.4,train_217
8,000026,720.02,35.39,train_217
7,000026,544.62,27.76,train_217
6,000026,524.16,26.11,train_217
5,000026,721.09,104.65,train_217
6,000027,519.65,30.97,train_217
8,000027,718.27,41.9,train_217
5,000027,722.8,103.22,train_217
7,000027,539.36,32.66,train_217
8,000028,713.34,47.4,train_217
6,000028,515.25,32.25,train_217
5,000028,725.98,95.96,train_217
7,000028,534.71,34.49,train_217
8,000029,710.23,49.64,train_217
6,000029,511.7,33.12,train_217
5,000029,731.34,89.82,train_217
7,000029,532.86,36.45,train_217
7,000030,532.1,42.21,train_217
5,000030,738.47,88.35,train_217
8,000030,707.54,57.77,train_217
6,000030,509.14,38.34,train_217
8,000031,704.83,60.11,train_217
5,000031,744.86,79.77,train_217
6,000031,506.92,39.96,train_217
7,000031,532.32,44.32,train_217
6,000032,504.6,42.63,train_217
7,000032,531.0,45.2,train_217
8,000032,699.74,66.62,train_217
5,000032,749.02,76.52,train_217
8,000033,693.15,70.98,train_217
5,000033,750.61,71.41,train_217
6,000033,500.76,46.83,train_217
7,000033,528.2,50.01,train_217
8,000034,691.28,72.87,train_217
5,000034,753.74,61.4,train_217
7,000034,523.92,51.45,train_217
6,000034,498.4,48.46,train_217
5,000035,758.81,58.76,train_217
7,000035,523.09,53.42,train_217
6,000035,498.29,49.92,train_217
8,000035,689.23,81.54,train_217
7,000036,524.22,57.23,train_217
6,000036,498.65,54.39,train_217
5,000036,766.88,54.7,train_217
8,000036,686.59,84.62,train_217
7,000037,524.09,58.54,train_217
6,000037,498.85,55.97,train_217
5,000037,771.51,46.49,train_217
8,000037,681.71,91.83,train_217
7,000038,522.33,59.95,train_217
8,000038,675.51,97.99,train_217
6,000038,495.13,60.63,train_217
5,000038,771.5,44.64,train_217
5,000039,770.65,41.19,train_217
7,000039,519.77,68.11,train_217
6,000039,489.89,65.3,train_217
8,000039,672.47,103.52,train_217
7,000040,514.26,69.78,train_217
8,000040,669.84,112.68,train_217
5,000040,772.62,35.87,train_217
6,000040,485.42,67.82,train_217
5,000041,776.56,35.43,train_217
8,000041,665.84,115.98,train_217
6,000041,482.77,72.34,train_217
7,000041,512.54,73.73,train_217
5,000042,780.2,29.75,train_217
8,000042,661.0,124.3,train_217
7,000042,510.29,79.73,train_217
6,000042,482.01,77.65,train_217
6,000043,479.29,80.11,train_217
8,000043,652.78,131.2,train_217
5,000043,781.17,25.89,train_217
7,000043,509.29,82.95,train_217
8,000044,649.69,135.07,train_217
7,000044,503.91,86.91,train_217
5,000044,779.65,24.1,train_217
6,000044,474.86,84.29,train_217
7,000045,496.82,91.2,train_217
6,000045,468.12,88.68,train_217
8,000045,647.7,146.1,train_217
5,000045,780.19,17.93,train_217
5,000046,783.32,15.95,train_217
8,000046,643.17,149.19,train_217
7,000046,490.96,92.49,train_217
6,000046,460.41,89.47,train_217
