trackId,frame,x,y,sceneId
-1,001,595.5,118.5,03
-1,001,386.0,43.0,03
-1,001,414.0,205.5,03
-1,001,791.5,183.0,03
-1,001,697.5,269.5,03
-1,001,751.0,334.5,03
-1,001,360.0,501.0,03
-1,001,264.5,559.0,03
-1,001,610.5,552.5,03
-1,001,705.5,597.5,03
-1,001,849.0,718.0,03
-1,001,757.5,845.0,03
-1,001,793.5,983.0,03
-1,001,454.0,860.0,03
-1,001,514.5,908.0,03
-1,001,294.5,758.5,03
-1,001,158.5,947.0,03
-1,001,1858.0,212.0,03
-1,001,1895.5,201.0,03
-1,001,1857.5,299.0,03
-1,002,380.0,45.0,03
-1,002,408.0,208.0,03
-1,002,591.5,123.5,03
-1,002,695.5,268.0,03
-1,002,787.5,184.5,03
-1,002,749.0,336.5,03
-1,002,706.5,597.0,03
-1,002,607.0,553.0,03
-1,002,365.0,498.0,03
-1,002,265.0,560.0,03
-1,002,457.5,857.5,03
-1,002,513.5,910.5,03
-1,002,793.0,983.0,03
-1,002,845.0,711.5,03
-1,002,743.5,844.0,03
-1,002,293.0,755.5,03
-1,002,159.0,944.5,03
-1,002,1861.5,295.5,03
-1,002,1858.5,211.0,03
-1,002,1894.5,197.0,03
-1,003,383.0,45.0,03
-1,003,593.5,120.0,03
-1,003,784.0,181.0,03
-1,003,699.5,272.0,03
-1,003,744.0,338.0,03
-1,003,414.5,202.5,03
-1,003,364.0,500.0,03
-1,003,266.0,560.5,03
-1,003,612.5,558.5,03
-1,003,708.0,595.5,03
-1,003,846.0,711.5,03
-1,003,752.5,844.0,03
-1,003,789.5,983.0,03
-1,003,1861.5,296.5,03
-1,003,1856.0,207.0,03
-1,003,1890.0,195.5,03
-1,003,512.0,910.5,03
-1,003,451.0,858.5,03
-1,003,159.0,941.5,03
-1,003,295.0,758.0,03
-1,004,424.5,205.5,03
-1,004,591.5,121.5,03
-1,004,777.5,181.5,03
-1,004,702.0,270.0,03
-1,004,743.5,341.5,03
-1,004,383.5,45.0,03
-1,004,1855.5,210.0,03
-1,004,1892.5,199.5,03
-1,004,1856.0,297.5,03
-1,004,848.5,719.5,03
-1,004,794.5,985.5,03
-1,004,740.5,844.5,03
-1,004,706.0,600.5,03
-1,004,610.0,556.0,03
-1,004,509.0,910.0,03
-1,004,448.5,858.5,03
-1,004,156.5,943.5,03
-1,004,295.5,758.0,03
-1,004,268.0,559.5,03
-1,004,363.0,502.5,03
-1,005,382.5,42.5,03
-1,005,428.5,197.5,03
-1,005,593.5,119.0,03
-1,005,699.5,269.5,03
-1,005,777.5,180.0,03
-1,005,736.0,343.0,03
-1,005,704.5,591.5,03
-1,005,847.5,714.0,03
-1,005,793.0,979.5,03
-1,005,749.5,844.5,03
-1,005,516.5,907.5,03
-1,005,452.0,859.0,03
-1,005,294.0,754.5,03
-1,005,155.5,946.0,03
-1,005,262.5,557.5,03
-1,005,363.0,500.5,03
-1,005,1890.5,199.5,03
-1,005,1854.0,293.0,03
-1,005,1849.0,209.5,03
-1,005,609.0,552.0,03
-1,006,380.0,44.0,03
-1,006,433.0,200.5,03
-1,006,592.5,121.0,03
-1,006,766.5,178.5,03
-1,006,704.5,275.0,03
