trackId,frame,xCenterVis,yCenterVis,recordingId
1,0,845.5432862052388,195.33865970466437,01
1,10,844.610407434505,199.4863842581469,01
1,20,843.6230664439139,203.6341088116294,01
1,30,842.7020643741367,207.74101950878517,01
1,40,841.9926119390819,211.80022655071676,01
1,50,841.54871203868,215.89604795250406,01
1,60,841.3614407429301,219.9862262809086,01
1,70,841.2453640357888,224.00993445423444,01
1,80,841.0480533187883,227.98292058424758,01
1,90,840.6853874282455,231.91004033874245,01
1,100,840.133088025188,235.808879109191,01
1,110,839.3137268934335,239.58140489985036,01
1,120,838.3122126022531,243.25045247278115,01
1,130,837.2647663184222,246.92219034813863,01
1,140,836.2329369120924,250.5869071903338,01
1,150,835.2544542343697,254.33121761407924,01
1,160,834.3041213064286,258.1172605340043,01
1,170,833.3608750287821,261.9447734815797,01
1,180,832.3690720731906,265.88928177614946,01
1,190,831.2594863650166,270.0505234588977,01
1,200,830.0633516592624,274.43506024306026,01
1,210,828.8280435254902,278.9274059756871,01
1,220,827.6642580659886,283.45301959441946,01
1,230,826.492073613545,287.973908779622,01
1,240,825.4128030205203,292.3611358662112,01
1,250,824.2536107602837,296.56968750138964,01
1,260,822.9029477078262,300.64234605545454,01
1,270,821.3037925751291,304.5755025861264,01
1,280,819.4132973747624,308.37191301296406,01
1,290,817.2144672694452,312.03033061045284,01
1,300,814.710845584325,315.5467527335189,01
1,310,811.9221830762418,318.91638933150006,01
1,320,808.8805009057861,322.1345159708665,01
1,330,805.6258911408285,325.19798302926523,01
1,340,802.2024484943137,328.10665927243133,01
1,350,798.654005210657,330.8648098139682,01
1,360,795.0203908891995,333.48214598946464,01
1,370,791.3329049020762,335.97572825333395,01
1,380,787.6153006512004,338.3646511910922,01
1,390,783.8551108814244,340.7015397428906,01
1,400,780.0623750139988,342.99328370762663,01
1,410,776.26760501547,345.2631115501551,01
1,420,772.3641074286239,347.48110185812067,01
1,430,768.3559505156669,349.6062439237997,01
1,440,764.3748278612414,351.6437871177809,01
1,450,760.4859628949113,353.62384970381635,01
1,460,756.6235416329215,355.5615236223485,01
1,470,752.719584726149,357.34060093197144,01
1,480,748.7179239092953,358.8937584548856,01
1,490,744.5408684976488,360.27250563999223,01
1,500,740.2710960779805,361.6610297778202,01
1,510,735.974026931251,363.15053868234713,01
1,520,731.66967428283,364.7723973428402,01
