trackId,frame,xCenterVis,yCenterVis,recordingId
14,930,54.69420362830916,104.53429284853384,30
14,940,61.24416876254267,108.94618487218457,30
14,950,67.17381547456797,113.27194429169627,30
14,960,72.81795613178075,117.2342486726021,30
14,970,78.64673972304463,121.45362102761896,30
14,980,84.54620933504496,125.68618947044335,30
14,990,90.22625562652475,129.53965170075065,30
14,1000,95.48034447900797,133.6478291143196,30
14,1010,100.57935372593916,137.78802494249126,30
14,1020,105.57238508939285,142.0721501934939,30
14,1030,110.55181118402169,146.55258003754037,30
14,1040,115.46402929656102,150.6141108151385,30
14,1050,120.21011991608151,154.58081389198017,30
14,1060,125.07211105874877,158.28993751843922,30
14,1070,129.83743318608182,161.74956301960708,30
14,1080,135.08507743754276,165.7164706869574,30
14,1090,140.26796879301796,169.41025002526817,30
14,1100,145.5343330760198,172.93207104106378,30
14,1110,151.18941932544504,176.43445595853817,30
14,1120,157.11661095136662,179.84416137559694,30
14,1130,162.54542009823174,183.10502719761726,30
14,1140,168.17268203848138,186.5025594794117,30
14,1150,174.02376599518746,190.05680809082733,30
14,1160,180.06849486832493,193.8027580088423,30
14,1170,186.23648952292035,197.73171413683917,30
14,1180,191.9877333114082,201.93543531794478,30
14,1190,197.54635513600783,206.33239223446455,30
14,1200,202.6912949521296,210.70674189977913,30
14,1210,207.40628781433622,215.55748056447098,30
14,1220,211.8160316376462,220.1304876136788,30
14,1230,215.9870183373688,224.31078318154468,30
14,1240,220.34622830504375,228.27073477160107,30
14,1250,225.4468742760441,232.4910277839069,30
14,1260,230.62598070710933,236.7311660755511,30
14,1270,235.59701859088378,240.78921881450228,30
14,1280,240.43353821522487,244.69904572994096,30
14,1290,245.62481778155447,248.79832345638386,30
14,1300,250.86059578351407,252.60278625987098,30
14,1310,256.15775093806684,256.28142590054205,30
14,1320,261.4300483458194,259.7189556267764,30
14,1330,266.78346589024926,262.9447341765643,30
14,1340,272.34331525790077,266.40466656349514,30
14,1350,277.79800510410934,270.0116995261409,30
14,1360,282.9934787758661,273.9052614961424,30
14,1370,288.0764276678687,278.17885033594985,30
14,1380,293.0450104655394,282.482820866291,30
14,1390,298.07139008190205,286.925606056747,30
14,1400,303.16968326205296,291.37647257229435,30
14,1410,308.2600997076211,295.52515890657475,30
14,1420,313.5019131295857,299.38977131960314,30
14,1430,318.94084950662875,302.9429969784756,30
14,1440,324.51982808683846,306.2564425612174,30
14,1450,330.24887380513843,309.35455663361154,30
14,1460,336.0265097692413,312.2037863522404,30
14,1470,341.9729329029754,314.9003915514209,30
14,1480,348.15913611284014,317.3780849063525,30
14,1490,354.5098300916545,319.77486271511543,30
14,1500,361.07984509573515,322.1408496523275,30
14,1510,367.4903817983279,324.38837868503475,30
14,1520,373.85079382630283,326.75129676461717,30
14,1530,380.0334167022663,329.38580874442425,30
14,1540,385.85780159759435,332.32730878245155,30
14,1550,391.34839707806987,335.4046569182183,30
14,1560,396.8260010612466,338.9302628584238,30
14,1570,402.38083796143627,342.6070611845171,30
14,1580,407.7749690170862,346.1053542918186,30
14,1590,413.16828171070165,350.08300296087276,30
14,1600,418.35188913295707,354.0111407268351,30
14,1610,423.3242568550377,357.85795376561146,30
14,1620,428.08824914406455,361.7589832891784,30
14,1630,432.95985604063816,365.5801202191201,30
14,1640,437.98756549530685,369.5380259040901,30
14,1650,443.0364500676203,373.4394646086743,30
14,1660,447.9435534174435,377.09345109305383,30
14,1670,452.95949891786535,381.06772401871535,30
14,1680,457.9634758735315,384.9242551066523,30
14,1690,463.128056378483,388.5178873909819,30
14,1700,468.4300194099889,392.08103568952356,30
14,1710,473.8327432670019,395.5317615035654,30
14,1720,479.20549461449855,399.07506452276857,30
14,1730,484.4966143490463,402.8553856462358,30
14,1740,489.63408661160264,406.67590880465144,30
14,1750,494.55356768719884,410.66440077066363,30
14,1760,499.3434406755691,414.7529374954028,30
14,1770,504.10262508764276,418.9203438612241,30
14,1780,508.8069792434,423.2130619135898,30
14,1790,513.4690854591221,427.65103922709255,30
14,1800,517.9962642343937,432.1914140901717,30
14,1810,522.3628394603799,436.92594534595383,30
14,1820,526.7959066016753,441.44228082426724,30
14,1830,531.6284367110978,445.72098442679084,30
14,1840,536.7504623902514,449.6603746707286,30
14,1850,541.9965722128976,453.21237278654917,30
14,1860,547.1898976843136,456.6104165446152,30
14,1870,552.2017513745625,460.0437521654223,30
14,1880,557.1252219650772,464.01894574837274,30
14,1890,561.7198133129469,468.46254930086326,30
14,1900,566.0917078921578,473.0368861883773,30
14,1910,570.49132448529,477.4649408622108,30
14,1920,574.987507798502,481.81872918140675,30
14,1930,579.7168219963137,486.07216585611286,30
14,1940,584.6281194515641,490.32805761692265,30
14,1950,589.3328827883386,494.47500493187954,30
14,1960,594.0581051759774,498.9064353491058,30
14,1970,598.803582023972,503.3468677487124,30
14,1980,603.6014340421793,507.49770228333347,30
14,1990,608.4993308191137,511.26400895695855,30
14,2000,613.5198796059799,514.6172473936316,30
14,2010,618.7557599031938,517.9805107652281,30
14,2020,624.0427878275688,521.4870897881298,30
14,2030,629.1988778264116,525.1182644307955,30
14,2040,634.2911355865575,529.5050941171374,30
14,2050,639.2600252699912,534.3646301737009,30
14,2060,644.2738225700722,539.0545606985987,30
14,2070,649.2151948300933,543.1067826080535,30
14,2080,654.0078297903302,546.6377079014837,30
14,2090,658.9634210907021,550.3934781639136,30
14,2100,663.9672957511139,554.4720922489836,30
14,2110,668.6578400475377,558.6392940242962,30
14,2120,673.278107504242,563.1265776503823,30
14,2130,677.5819757393289,568.0119944062891,30
14,2140,681.6261163236924,573.2677199828416,30
14,2150,685.5129268069086,578.8530408688192,30
14,2160,689.2466012944047,584.0545499605811,30
14,2170,693.0915730186034,588.5590191893931,30
14,2180,697.4168209618437,592.933471149962,30
14,2190,702.1559555040702,597.1378061025936,30
14,2200,707.288824480182,601.2252175795351,30
14,2210,712.7466854792743,605.2249620235228,30
14,2220,718.4327671907591,609.1502355223641,30
14,2230,724.2361815589512,613.0056413625035,30
14,2240,730.0427670800273,616.7912818391954,30
14,2250,735.7459320989838,620.5068500666767,30
14,2260,741.258009582867,624.1561309693575,30
14,2270,746.5212027129847,627.7512976825019,30
14,2280,751.5191442486458,631.328255840377,30
14,2290,756.2624728962998,634.8639890107603,30
14,2300,760.8872413441944,638.5034495690262,30
14,2310,765.558963313823,642.5669239564564,30
14,2320,770.0053288381802,646.4091337087883,30
14,2330,774.3842817899393,649.651995566048,30
14,2340,779.210469593594,653.1855805360906,30
14,2350,784.3582736768367,656.6652559071055,30
35,2810,152.00645152171435,190.25321497912546,30
35,2820,157.0022448570347,193.92571690453727,30
35,2830,162.7281194224507,197.82060871284497,30
35,2840,168.77509879118327,201.87201226026517,30
35,2850,174.82289652195038,206.11327579970694,30
35,2860,180.60718167758424,210.5541173803308,30
35,2870,186.2406836283475,215.15535791973147,30
35,2880,191.99182512158106,219.71394133807985,30
35,2890,197.58665946621068,223.94640748564996,30
35,2900,202.99552103848302,227.99770873781586,30
35,2910,208.0585223558929,231.9151055020744,30
35,2920,212.90905643007605,235.85715542262446,30
35,2930,218.01369191599497,239.79818239063138,30
35,2940,223.4920119659519,243.5927225544492,30
35,2950,229.1452569007993,247.06012249494552,30
35,2960,235.0314281297378,250.37213594412682,30
35,2970,240.75535908532171,253.62768241292244,30
35,2980,246.5277779914542,257.00373269130927,30
35,2990,252.12189626930353,260.69720514385705,30
35,3000,257.64839738404606,264.55762345145826,30
35,3010,263.2409812330806,268.34541212849086,30
35,3020,268.75807118442555,272.15458051367676,30
35,3030,274.43873124743124,276.03504869112504,30
35,3040,279.9686081055665,280.121948691795,30
35,3050,285.43843764941465,284.2731924074335,30
35,3060,290.77968205858014,288.41236528306194,30
35,3070,296.1344294413162,292.3793752456666,30
35,3080,301.670546309965,296.1054798843431,30
35,3090,307.29964956479245,299.6757888506873,30
35,3100,313.168021419479,303.0402797653357,30
35,3110,319.2184788268585,306.23567662459004,30
35,3120,325.38299544280693,309.3553749956461,30
35,3130,331.35100287520294,312.78605093984083,30
35,3140,336.97857170121557,316.68196570069176,30
35,3150,342.4018569043473,320.89479115943203,30
35,3160,347.68663433312713,325.30473957325063,30
35,3170,352.898986721847,329.7331011328472,30
35,3180,358.0955856414013,334.03124083369204,30
35,3190,363.3194973938596,338.09911391705805,30
35,3200,368.6304624077458,342.1098039532582,30
35,3210,374.0406538183244,346.1398277925252,30
35,3220,379.4783626523155,350.0882200188432,30
35,3230,384.87658551813837,353.9771787024002,30
35,3240,390.18264035981707,357.78338052521076,30
35,3250,395.4891043825132,361.61648599990804,30
35,3260,401.0647072193303,365.4180845362741,30
35,3270,406.8112454261193,369.3020307523693,30
35,3280,412.6101588031211,373.17278088065706,30
35,3290,418.15824421652565,377.03319918825827,30
35,3300,423.51749259045187,381.17175829236083,30
35,3310,428.775059481582,385.60410936687595,30
35,3320,433.968691838761,390.1805944547306,30
35,3330,439.31699462047476,394.6205153780656,30
35,3340,444.6793118520306,398.7751348370967,30
35,3350,449.9405613723163,402.71104704238746,30
35,3360,455.24272899433095,406.5364803730106,30
35,3370,460.50950245835,410.4342364484392,30
35,3380,465.85115604853286,414.3244226750482,30
35,3390,471.19188898142687,418.19813936571126,30
35,3400,476.4838270780092,422.1433604391453,30
35,3410,481.6158776920863,426.2738382181564,30
35,3420,486.764602432618,430.5617483935689,30
35,3430,491.95639347521916,434.8230618028578,30
35,3440,497.23227121687296,439.0101088575089,30
35,3450,502.6667066027258,443.0454520500006,30
35,3460,508.1665086560904,446.9843308176667,30
35,3470,513.8440998614664,450.7536040536672,30
35,3480,519.6567208025474,454.46937687165706,30
35,3490,525.4347659476676,458.2448901181711,30
35,3500,531.1123571530437,462.4468722799532,30
35,3510,536.5167177341258,466.9158450555156,30
35,3520,541.6803775817885,471.5058331169409,30
35,3530,546.6302403479183,476.1099379234625,30
35,3540,551.5915601825321,480.682842677416,30
35,3550,556.6251004666973,485.1314586973683,30
35,3560,561.7170513410803,489.47307388129985,30
35,3570,566.8071609008854,493.60733658472094,30
35,3580,571.9826869980494,497.49649985878654,30
35,3590,577.3401963526521,501.25482750257447,30
35,3600,582.8094121249744,504.9319327144308,30
35,3610,588.3909480865422,508.6002405344154,30
35,3620,593.9561168074184,512.3269589446178,30
35,3630,599.5223084808379,516.1398099589593,30
35,3640,605.0122901897874,520.0755175737414,30
35,3650,610.3771648027014,524.1674300418731,30
35,3660,615.7786611166625,528.4667972857698,30
35,3670,621.1449678631369,532.9156178962307,30
35,3680,626.4349623498872,537.4581409596506,30
35,3690,631.6247074874019,542.0094614149422,30
35,3700,636.4740140185332,546.7717146846455,30
35,3710,641.2720706272494,551.6768744246366,30
35,3720,646.157078202139,556.3117701027091,30
